证券简称,id,year,YBR,x2,x4,OCFDR,ROE,CLTLR,CATAR,DER,DR,YoO,RDR,TAT,IFR,GIC
赛意信息,300687,2020,0.277209491,3.0045,2.9948,0.1282,7.8028,99.4518,77.1692,0.410268487,25.8264,15,0.098191869,0.8663,0.151212552,1.182683025
赛意信息,300687,2019,0.054105593,3.9522,3.9457,0.2509,13.9547,99.1203,83.3072,0.284071248,21.2658,14,0.100664501,0.892,0.193475853,1.282977425
赛意信息,300687,2018,0.024292204,7.0141,7.0141,0.2626,19.6072,100,96.6649,0.159843716,13.7815,13,0,1.0931,0.145493898,1.158547822
森霸传感,300701,2021,0,11.214,10.7849,2.7145,26.4419,90.7003,82.9834,0.088834686,8.1587,16,0.059062458,0.5217,0.389726495,1.684571624
森霸传感,300701,2020,0,12.5908,11.9904,2.0877,16.1225,93.9084,82.7105,0.075213972,6.9953,15,0.045114344,0.3768,0.27281075,1.115684189
森霸传感,300701,2019,0,18.1811,17.2524,2.4692,15.3805,92.5828,86.1439,0.053937221,5.1177,14,0.04602598,0.3813,0.249414626,1.033082692
森霸传感,300701,2018,0,19.9951,19.0112,2.9924,19.7581,93.8962,87.2415,0.048732215,4.6468,13,0,0.5443,0.222291528,1.141407047
阿石创,300706,2021,0.316134547,1.1405,0.6818,0.0276,1.3257,82.5599,46.639,1.131953833,49.5298,19,0.060264487,0.4108,0.092862347,1.117958984
阿石创,300706,2020,0.438409279,1.3447,0.9235,0.0438,3.3547,96.1145,48.9352,0.609359375,37.8635,18,0.059071716,0.477,0.114976753,1.236964551
阿石创,300706,2019,0.301682922,1.8403,1.3683,0.0981,6.6101,88.2653,48.8255,0.429778585,30.0591,17,0.046137854,0.4396,0.151486691,1.08688595
阿石创,300706,2018,0.220174397,3.1849,2.619,0.059,13.4071,79.6877,64.9534,0.343950745,25.5925,16,0,0.5717,0.141410722,1.348574017
精研科技,300709,2021,0.071602858,1.8956,1.5177,-0.0135,9.0327,70.9265,64.1354,0.912171316,47.7034,17,0.101306326,0.5727,0.144588752,1.061863092
精研科技,300709,2020,0.189459242,1.893,1.5794,0.5151,12.7089,97.6911,64.2277,0.532126837,34.7313,16,0.155466396,0.7664,0.127650656,1.669476915
精研科技,300709,2019,0.022582146,2.4057,2.0635,0.2125,2.9335,95.552,53.9461,0.306643267,23.468,15,0.10219795,0.5454,0.124741755,0.956659448
精研科技,300709,2018,0.040566066,3.3346,2.9859,0.4165,18.5645,96.0195,63.1823,0.245843433,19.7331,14,0,0.7666,0.173481814,1.300538041
科创信息,300730,2021,0.066304376,2.5939,2.1007,0.0482,7.309,88.5154,79.9622,0.543970943,34.827,23,0.097737041,0.6388,0.223431137,1.137548473
科创信息,300730,2020,0.014022389,2.7294,2.2134,-0.0695,8.592,87.4833,77.0689,0.487152777,32.2768,22,0.085073289,0.6047,0.231678554,1.151301586
科创信息,300730,2019,0.030736006,2.5964,2.1263,-0.0962,8.9617,87.7755,74.8357,0.499644994,32.8367,21,0.07888805,0.5443,0.21849545,1.08190925
科创信息,300730,2018,0.032478153,2.5896,2.2455,0.0341,15.9995,89.7407,83.8661,0.577616324,36.0882,20,0,0.6371,0.194594443,1.132593678
光弘科技,300735,2021,0.633429172,6.1255,6.0333,0.8549,10.0224,87.9344,68.7668,0.150567085,12.7668,26,0.040314891,0.5979,0.130294385,1.043357627
光弘科技,300735,2020,0.110948713,3.4958,3.3874,1.098,21.7232,82.4916,53.5532,0.231618035,18.5709,25,0.044610449,0.9138,0.140160373,1.370663975
光弘科技,300735,2019,0.081392449,4.9864,4.8105,0.6974,15.9772,80.6521,58.7741,0.171542177,14.6145,24,0.051768253,0.8006,0.157768504,1.254275209
光弘科技,300735,2018,0.002107889,6.1966,6.035,1.1288,15.6418,80.2795,67.2701,0.156719135,13.5227,23,0,0.9032,0.115086563,1.03841475
明阳电路,300739,2021,0.072972013,3.4139,3.0983,0.1427,9.477,45.3602,69.2409,0.809167354,44.7131,20,0.046127289,0.5754,0.110237754,1.123179205
明阳电路,300739,2020,0.085118899,2.6996,2.3661,0.459,10.3163,85.1749,61.2034,0.362721324,26.6174,19,0.048010142,0.6464,0.109595697,1.01603348
明阳电路,300739,2019,0.060997441,2.5698,2.268,0.3709,13.6213,87.833,64.3243,0.398576613,28.4987,18,0.043215761,0.8242,0.130884799,1.073518228
明阳电路,300739,2018,0.044802046,1.264,0.9653,0.3419,24.1068,91.4777,54.2198,0.88298351,46.8928,17,0,1.1689,0.091344671,1.291393599
锐科激光,300747,2021,0.045326274,2.9883,2.4057,0.0484,12.1821,89.9683,80.8058,0.446459502,30.056,14,0.086096199,0.6801,0.22508594,1.152467175
锐科激光,300747,2020,0.112832714,4.2826,3.3341,-0.0931,15.0212,91.9276,81.4738,0.27061557,20.6948,13,0.080759952,0.7461,0.24722663,1.374912851
锐科激光,300747,2019,0,7.5463,6.562,0.785,33.9402,86.1966,90.7813,0.163746648,13.9563,12,0.090921349,0.9272,0.232712989,1.536021053
锐科激光,300747,2018,0,2.9995,1.9764,0.8467,68.5785,80.0541,75.3007,0.467512293,31.3595,11,0,1.482,0.1408622,1.820135277
隆利科技,300752,2021,0.071559513,1.5102,1.3273,0.0416,5.136,78.1049,75.8698,1.802783617,64.3212,14,0.06399788,0.9212,0.116744677,1.182741006
隆利科技,300752,2020,0.170146111,1.444,1.1338,0.0589,10.5985,97.9597,81.0617,1.342217839,57.3054,13,0.054580802,0.9963,0.11359173,1.097529803
隆利科技,300752,2019,0.029462847,1.8907,1.6124,0.2958,29.8072,98.3061,87.9067,0.897397767,47.2962,12,0.073630061,1.395,0.146611674,1.706646887
隆利科技,300752,2018,0.00726109,1.4453,1.0571,0.1373,41.7485,97.9517,84.2095,1.468051541,59.4822,11,0.05206397,1.5794,0.088263481,1.404867468
迪普科技,300768,2021,0.015464053,4.6128,4.1897,0.5785,15.2538,97.115,91.5306,0.256788888,20.4321,13,0.227129085,0.3911,0.207891767,1.108762349
迪普科技,300768,2020,0.027400726,4.8984,4.4389,0.73,18.4833,94.2959,94.9514,0.258763466,20.557,12,0.232872311,0.4602,0.229169206,1.141726859
迪普科技,300768,2019,0.005221379,4.2445,3.6895,0.6912,21.5488,96.2517,97.0253,0.311461561,23.7492,11,0.2559689,0.5764,0.152842239,1.141163488
迪普科技,300768,2018,0,4.2941,3.7562,0.6881,20.3881,95.7032,96.4711,0.306756676,23.4747,10,0.269505721,0.616,0.1075907,1.158291476
拉卡拉,300773,2021,0.008737183,1.3619,1.3602,0.2106,18.4346,97.9292,75.7449,1.326350072,56.7929,16,0.052284729,0.4796,0.166255027,1.134292124
拉卡拉,300773,2020,0.002348519,1.4337,1.4307,0.1804,20.4889,99.6611,78.7985,1.244808626,55.1479,15,0.044290828,0.6039,0.158489831,0.862663586
拉卡拉,300773,2019,0,1.4744,1.4663,0.2953,22.925,99.0587,61.0305,0.722247526,41.7873,14,0.09816412,1.2273,0.104924205,2.039130538
拉卡拉,300773,2018,0.003969658,1.2521,1.2417,0.2928,22.552,100,56.2301,0.817966848,44.9079,13,0.075669616,0.6591,0.125786687,1.087987642
卓胜微,300782,2021,0,6.5737,5.0065,2.2944,49.1772,92.0482,85.8059,0.164752426,14.1805,9,0.120527959,1.1139,0.184131064,1.846176666
卓胜微,300782,2020,0,8.5389,6.7865,0.2465,45.6452,92.5953,92.7633,0.132480265,11.7323,8,0.245712912,1.2273,0.197553099,2.699788459
卓胜微,300782,2019,0,7.5991,5.4515,1.9451,41.3156,90.7843,87.956,0.14524858,12.7495,7,0.114433922,1.2387,0.122369097,0.946830918
卓胜微,300782,2018,0,6.5385,4.7008,2.4295,74.7488,92.2933,87.9735,0.170425678,14.5782,6,0.124187306,2.0721,0.163065258,1.535911497
天迈科技,300807,2021,0.056761313,4.164,3.3785,-0.3168,0.4813,99.1872,69.7466,0.203270048,16.8872,17,0.121297686,0.2541,0.232603086,0.460709785
天迈科技,300807,2020,0.019579433,3.5139,3.1552,0.0598,14.5265,83.7253,79.7143,0.371722716,27.0947,16,0.143567618,0.6174,0.301595902,1.283304825
天迈科技,300807,2019,0.053532935,2.3765,2.045,0.2076,18.4105,77.844,75.6502,0.691929597,40.8934,15,0.124814681,0.6927,0.174940728,1.123771557
天迈科技,300807,2018,0.068412252,2.799,2.4114,0.1888,17.7748,72.3828,78.8053,0.636468334,38.8968,14,0.131209174,0.7971,0.188953877,1.250577312
贝仕达克,300822,2021,0,3.3504,2.7627,0.511,21.0883,98.1846,80.4757,0.323866279,24.4637,11,0.043979394,0.8283,0.218407725,1.201921284
贝仕达克,300822,2020,0,2.8322,2.2825,1.1512,36.8475,96.9653,72.2908,0.357291629,26.3239,10,0.047064119,1.3382,0.161779232,1.319017244
贝仕达克,300822,2019,0,2.3367,1.4457,0.4229,36.4258,99.3948,74.7546,0.474622952,32.1861,9,0.041917248,1.3513,0.180024982,1.181982217
贝仕达克,300822,2018,0.021216667,2.3386,1.5167,0.3396,23.9379,99.258,87.9585,0.610131248,37.8933,8,0.053383954,1.6509,0.051701944,1.446102326
天阳科技,300872,2021,0.113559818,4.8633,4.4325,-0.3804,8.4903,98.595,89.8537,0.231287502,18.739,18,0.135341172,0.6465,0.140010078,1.238389492
天阳科技,300872,2020,0.151618748,2.7697,2.4198,-0.0531,12.1667,100,80.9113,0.415943053,29.2135,17,0.142366911,0.8728,0.108703639,1.358484383
天阳科技,300872,2019,0.171072589,3.3589,2.9596,-0.1811,11.21,100,76.409,0.296441923,22.7485,16,0.14744463,0.7696,0.14520756,1.290025134
天阳科技,300872,2018,0.082615936,4.0202,3.7475,-0.7643,11.355,99.791,84.9059,0.270468845,21.1639,15,0.16887536,0.7435,0.103944621,1.594967689
创识科技,300941,2021,0,4.8916,4.5303,1.2114,38.1716,89.6068,98.3143,0.289152151,22.4296,26,0.066808431,1.209,0.233127935,1.132358652
创识科技,300941,2020,0,3.8001,3.5273,0.9215,36.4932,95.3522,98.5638,0.373653425,27.2014,25,0.073066642,1.3745,0.315132665,1.331120254
创识科技,300941,2019,0,3.0196,2.4104,0.3671,32.1852,95.1437,98.6799,0.523173145,34.3476,24,0.080946548,1.3011,0.234844474,1.328239481
创识科技,300941,2018,0,3.1763,2.8381,0.6163,34.1047,92.556,98.2275,0.501787046,33.4127,23,0.125434108,1.3314,0.162295404,2.087328512
格林精密,300968,2021,0,2.0242,1.6656,0.4206,15.9768,99.654,71.6747,0.551134192,35.531,19,0.084734345,1.0979,0.186443924,1.425503241
格林精密,300968,2020,0,2.3546,1.9367,0.4018,12.6059,96.5939,64.4528,0.39544338,28.3382,18,0.070918559,0.9488,0.160694802,1.157197088
格林精密,300968,2019,0,2.1903,1.7984,0.1787,8.5942,98.8762,59.4616,0.378488565,27.4568,17,0.055098042,0.8787,0.136697797,0.836790873
格林精密,300968,2018,0,1.7175,1.3794,0.3817,8.7877,97.7415,56.6454,0.509274322,33.743,16,0.058607178,0.9896,0.106468832,1.065672335
达瑞电子,300976,2021,0,2.9992,2.5259,0.5609,28.4508,99.1349,65.6895,0.283590828,22.0936,18,0.066523943,1.0319,0.197357329,1.106941408
达瑞电子,300976,2020,0,5.4297,4.7393,2.3478,48.0075,99.6239,80.3299,0.174402894,14.8503,17,0.073479206,1.5011,0.403008854,1.427831375
达瑞电子,300976,2019,0,3.3713,2.9628,1.0639,62.7217,99.8204,83.2404,0.328643341,24.7353,16,0.071397037,1.9606,0.296057608,1.658194259
达瑞电子,300976,2018,0.054387037,2.4723,1.845,0.7142,35.5096,100,81.6109,0.492765626,33.0102,15,,1.651,0.228041441,
广立微,301095,2021,0,10.4166,9.352,0.6907,28.1886,77.3608,90.9053,0.127152024,11.2808,18,0.612362219,0.5818,0.060025656,1.873023121
广立微,301095,2020,0,2.6382,2.4821,0.2322,43.5865,99.7883,88.2614,0.505527807,33.526,17,0.858519708,0.8574,0.034287079,2.122480181
佳缘科技,301117,2021,0.169410224,3.4438,2.7899,0.0043,30.2442,94.4832,97.3054,0.428793595,29.9052,27,0.108612461,0.7445,0.20918668,1.45454275
佳缘科技,301117,2020,0.127139026,3.0355,2.8293,0.1907,28.2859,95.1938,97.9426,0.515592268,33.8952,26,0.077385626,0.7139,0.169768426,1.268871113
佳缘科技,301117,2019,0.155394189,1.9997,1.7171,-0.3399,33.3386,100,91.1309,0.845863187,45.5723,25,0.070170451,0.8869,0.123012723,1.309920081
佳缘科技,301117,2018,0.146943541,2.1533,1.8664,-0.0041,24.3808,92.0423,86.0876,0.768900106,43.4366,24,0.095258601,1.1024,0.077370721,1.543729676
奕东电子,301123,2021,0.106995184,1.9207,1.6528,0.3095,24.7758,95.6739,70.078,0.616901681,38.1357,24,0.070431625,0.9094,0.120019853,1.113997046
奕东电子,301123,2020,0.139110715,1.5965,1.3976,0.2793,19.2798,95.63,71.8695,0.890634189,47.0732,23,0.067108015,0.9,0.019910732,1.063442075
奕东电子,301123,2019,0.23135868,1.169,0.9767,0.1246,9.1674,97.7517,71.1539,1.652053936,62.2673,22,0.088295986,0.9189,0.10027335,1.143751672
奕东电子,301123,2018,0.071067013,1.6323,1.4188,0.2174,15.8571,97.7252,72.1823,0.826545646,45.2518,21,,0.8257,0.348042619,
满坤科技,301132,2021,0.0654159,1.1886,1.023,0.1777,23.7757,93.9283,55.5273,0.989505842,49.7363,13,0.05189774,0.9439,0.183642727,1.193105355
满坤科技,301132,2020,0.09549874,1.1074,0.9238,0.0271,21.4305,93.0045,53.7988,1.093531993,52.2338,12,0.048715438,0.9014,0.147918128,1.139327955
满坤科技,301132,2019,0.066937714,0.8775,0.7558,0.283,25.6272,93.048,52.9026,1.84050703,64.795,11,,0.8424,0.096661748,
中科江南,301153,2021,0,1.6908,1.6153,0.374,34.9906,100,98.3616,1.405128229,58.1741,10,0.253088971,0.6783,0.207299525,1.492327067
中科江南,301153,2020,0,1.669,1.5848,0.4254,25.6084,100,98.1115,1.439611042,58.7839,9,0.233521024,0.5904,0.195521704,1.383305094
中科江南,301153,2019,0,1.7295,1.5926,0.4738,22.9089,100,97.7162,1.318151627,56.5003,8,0.162112758,0.6068,0.161833863,1.099801238
中科江南,301153,2018,0,2.0242,1.8831,0.3197,24.1719,100,96.5177,0.922134146,47.6823,7,,0.6948,0.139898513,
国能日新,301162,2021,0,2.2172,1.8056,0.2579,33.8018,99.961,96.957,0.777867786,43.7467,13,0.169319109,0.9165,0.233032877,1.464610141
国能日新,301162,2020,0,2.6866,2.2593,0.2341,35.1526,99.9476,96.6895,0.562921629,36.0088,12,0.187711413,0.9447,0.155539686,1.121178607
国能日新,301162,2019,0.021547671,1.8473,1.4534,0.0734,32.4808,100,93.9576,1.03508091,50.8619,11,0.194851863,1.0996,0.091577706,1.056257727
国能日新,301162,2018,0.020003472,1.6779,1.317,-0.1289,42.8063,100,96.4831,1.353147629,57.5037,10,,1.1453,-0.09880313,
逸豪新材,301176,2021,0.253405672,1.5394,1.2522,0.0002,11.483,70.1673,57.8116,1.151527246,53.5214,18,0.034408577,0.7849,0.054607199,1.109008332
逸豪新材,301176,2020,0.284045603,1.7115,1.2911,-0.2551,6.3975,67.2273,60.3206,1.101953995,52.4252,17,0.038181561,0.8257,0.027282149,1.285090989
逸豪新材,301176,2019,0.184064797,1.4037,0.9817,-0.0055,6.6253,67.241,55.4053,1.421397314,58.7015,16,,0.703,0.007626892,
天亿马,301178,2021,0.052568219,2.0197,1.8765,0.4823,23.414,94.1823,82.4938,0.764897725,43.3674,23,0.058341318,0.9551,0.106329845,1.330228997
天亿马,301178,2020,0.058160021,2.6559,2.4268,0.0028,23.777,96.4828,87.5185,0.518337888,34.1538,22,0.078988422,0.8973,0.161199105,1.403413218
天亿马,301178,2019,0.015522884,2.7299,2.3369,0.3502,17.5553,98.418,91.8544,0.5198837,34.1884,21,0.080015462,0.701,0.176702215,1.016393069
天亿马,301178,2018,0,2.7546,2.3197,0.0586,18.619,96.1742,93.7695,0.547866385,35.3949,20,0.078826735,0.8518,0.137726092,1.10792883
东田微,301183,2021,0.07085703,1.318,1.1095,0.1835,25.9911,95.1283,61.56,0.964566991,49.0982,12,0.096936027,0.808,0.18070446,1.610479127
东田微,301183,2020,0.071403278,0.9257,0.6773,0.0494,12.8196,94.3893,53.6193,1.596766648,61.3655,11,0.118140993,0.7691,0.159489049,2.085642544
东田微,301183,2019,0.099501673,0.8669,0.5915,0.1216,4.2791,98.9606,45.2706,1.121544782,52.7711,10,0.052056557,0.5217,0.203777817,0.842904565
东田微,301183,2018,0.080764152,1.3615,1.1337,0.1241,18.2278,100,56.1317,0.703992424,41.2269,9,,0.7115,0.288381757,
北路智控,301195,2021,0.06822768,2.136,1.6157,0.1277,41.4572,100,89.642,0.723141907,41.9665,14,0.156278822,0.8116,0.193124137,1.47241044
北路智控,301195,2020,0.095519368,1.2846,0.8514,0.0936,53.4746,100,85.9216,2.019622898,66.8833,13,0.175479652,0.8009,0.104381901,1.438720705
北路智控,301195,2019,0.183861523,1.1691,0.7391,-0.1422,44.2646,100,83.5478,2.504418887,71.4646,12,,0.6769,0.09177423,
铜冠铜箔,301217,2021,0.29061607,1.1123,0.7952,-0.1691,4.3641,69.5796,31.9471,0.702984626,41.2796,11,0.02022691,0.8636,0.038287382,1.025041034
铜冠铜箔,301217,2020,0.300354855,0.8828,0.5909,0.2672,6.3283,72.7223,26.7317,0.735531977,41.6374,10,0.023838861,0.8663,0.108595928,0.995302772
铜冠铜箔,301217,2019,0.177378272,0.9293,0.6666,0.2104,15.3656,72.3492,29.85,0.823391659,44.3981,9,0.019394187,0.9076,0.080663995,1.059437578
铜冠铜箔,301217,2018,0.189898476,0.8322,0.669,-0.0422,30.6436,81.0147,30.0106,0.825178112,44.512,8,0.049660338,1.1263,0.081643999,2.874767673
华是科技,301218,2021,0,1.6782,1.1706,0.1047,20.8822,100,87.1049,1.097147896,51.9036,23,0.055785672,0.804,0.172396514,1.142321149
华是科技,301218,2020,0,1.4611,0.8449,0.0111,23.7194,100,89.4207,1.577285985,61.1995,22,0.069954232,0.8005,0.132647787,1.410275829
华是科技,301218,2019,0.008841854,1.3281,0.8177,0.1389,18.4323,100,86.7141,1.881246002,65.2928,21,0.054390621,0.7144,0.063469232,1.2563584
华是科技,301218,2018,0.042568492,1.2887,0.8574,-0.0239,19.051,100,83.6029,1.846689958,64.8715,20,0.052879121,0.6573,0.023892214,0.920667794
杰创智能,301248,2021,0.087845316,1.5294,0.8467,0.2505,26.5143,94.1306,86.9958,1.526837167,60.4282,13,0.060494034,0.7258,0.141888747,1.009524893
杰创智能,301248,2020,0.041814116,2.3276,1.4937,0.0691,18.3565,98.6797,93.1706,0.68223518,40.5647,12,0.080390637,1.2972,0.107750166,1.739083781
杰创智能,301248,2019,0.025919631,2.175,1.4,-0.0423,22.1087,98.5068,91.7874,0.749196542,42.84,11,0.085088443,1.1669,0.117558137,1.257945567
杰创智能,301248,2018,0,2.1043,1.3009,0.0174,27.9097,99.6053,91.4536,0.774074431,43.6326,10,0.150257658,1.4169,0.115752174,2.863843758
华大九天,301269,2021,0.049217837,3.1444,2.9975,0.3239,15.3531,50.551,57.3096,0.563819341,36.054,12,0.713027843,0.4084,-0.013001331,1.612635945
华大九天,301269,2020,0.088081609,2.8457,2.5918,0.2616,12.5203,89.5015,73.3171,0.404217432,28.786,11,0.895523223,0.426,0.020904355,1.705906992
华大九天,301269,2019,0,4.6694,4.4313,0.487,11.5172,94.0891,81.4615,0.22762352,18.5418,10,,0.2916,-0.028556457,
汉仪股份,301270,2021,0,5.05,5.0299,1.4497,14.0683,88.8324,48.7755,0.12091612,10.8729,28,0.125244628,0.4852,0.12951954,0.93117664
汉仪股份,301270,2020,0,4.2828,4.1866,1.6462,20.6557,87.0884,43.4503,0.13144368,11.6494,27,0.15483618,0.5181,0.067072219,1.242827501
汉仪股份,301270,2019,0,1.2286,1.2123,0.3497,17.9546,97.1813,51.58,0.833700616,43.2011,26,0.165262829,0.6394,0.073068483,1.455319147
汉仪股份,301270,2018,0.004611391,2.5822,2.5595,1.435,46.7432,80.4123,54.0557,0.356674862,26.033,25,,1.1724,0.066932737,
金禄电子,301282,2021,0.138886822,0.9409,0.7113,0.0867,19.127,80.0501,47.864,1.743343964,63.5481,15,0.059884485,0.7627,0.043848577,1.299830965
金禄电子,301282,2020,0.118726356,0.8687,0.6606,0.0337,24.0425,70.5969,42.5646,2.268804412,69.4078,14,0.047807842,0.8197,0.011642805,1.154663934
金禄电子,301282,2019,0.142783563,0.79,0.6333,0.1901,37.7812,79.1833,48.2888,3.384278299,77.1912,13,0.042214151,1.0752,0.090421909,1.146273442
金禄电子,301282,2018,0.074828521,0.9593,0.7855,0.1096,48.157,95.0307,73.6031,4.191150133,80.7364,12,,1.1805,0.07782788,
鸿日达,301285,2021,0.29507857,0.847,0.6203,-0.0441,27.2527,91.3321,51.9403,2.448412509,67.1413,18,0.07021687,0.6984,0.062684472,1.256656884
鸿日达,301285,2020,0.245670116,0.7169,0.5118,0.1065,23.9551,99.082,50.0104,3.057981548,70.4101,17,0.051124672,0.7664,0.02871879,0.98931423
鸿日达,301285,2019,0.32892845,0.8937,0.597,0.0499,18.0461,98.4156,63.0791,2.536196837,71.721,16,,0.9976,-0.011136689,
卓创资讯,301299,2021,0,1.0503,1.0501,0.3037,31.8628,87.1419,52.617,1.352264898,57.4878,17,0.064101443,0.5388,0.223817625,0.991879229
卓创资讯,301299,2020,0,0.817,0.8165,0.2795,48.1081,85.5503,43.8097,1.679510857,62.6798,16,0.074681821,0.6297,0.172546103,1.082898034
卓创资讯,301299,2019,0,0.7469,0.7465,0.3849,50.2567,85.1441,43.0496,2.095212462,67.692,15,0.076475814,0.6787,0.15271523,1.130796706
卓创资讯,301299,2018,0,0.5296,0.5286,0.3022,69.4357,83.3101,32.2182,2.706138127,73.0177,14,0.092964032,0.7463,0.076282009,1.211363124
江波龙,301308,2021,0.419600016,2.7563,1.3164,0.2666,8.4069,97.9814,85.0501,0.459682211,31.4919,22,0.038359528,1.6012,0.222831476,1.271893279
江波龙,301308,2020,0.306454932,3.9458,1.873,-0.1869,4.9727,95.2846,86.167,0.29732143,22.9181,21,0.021196,1.6865,0.217037014,1.352900039
凡拓数创,301313,2021,0.017923084,1.8058,1.6056,0.1002,16.8669,99.5648,84.3747,0.880887057,46.9297,19,0.062671864,0.9239,0.157463586,1.175672033
凡拓数创,301313,2020,0.024450798,2.0911,1.7959,0.1504,16.2651,99.1104,86.7798,0.721902056,41.8719,18,0.079795688,0.9473,0.112007636,1.340734594
凡拓数创,301313,2019,0.019156605,1.8808,1.5584,0.1625,12.518,98.1415,84.9845,0.855972843,46.0413,17,0.084300174,0.8463,0.062814881,1.322634774
凡拓数创,301313,2018,0.001848143,2.6629,2.2215,0.0958,11.7991,95.7066,86.5199,0.515767425,33.9482,16,0.080684809,0.8048,0.074414856,1.268082939
慧博云通,301316,2021,0.022641733,2.4512,2.4047,0.6718,20.4568,88.1549,62.1718,0.408682022,28.7722,12,0.076234915,1.2931,0.113926413,1.272583507
慧博云通,301316,2020,0.146185003,1.2619,1.2478,0.1228,22.7024,74.8155,50.3898,1.144745547,53.3744,11,0.119333639,1.4753,0.055820786,1.744803467
慧博云通,301316,2019,0.312656964,0.8281,0.8214,0.2236,14.6688,93.3057,44.6054,1.365870329,57.7323,10,,1.0877,-0.001954195,
维海德,301318,2021,0,3.5637,2.7563,0.9596,57.3096,99.2722,96.8566,0.376993416,27.378,13,0.176963808,1.7011,0.360794798,2.352312722
维海德,301318,2020,0.037429117,4.625,3.7913,0.9283,29.5842,97.4254,96.2358,0.271581722,21.3578,12,0.186602809,1.294,0.198532359,1.304593659
维海德,301318,2019,0,4.5958,3.4536,0.7449,38.9249,93.9079,96.1537,0.286657134,22.2792,11,0.175867488,1.3211,0.275671901,1.279343586
维海德,301318,2018,0,4.0591,3.1627,1.2073,39.2452,100,95.9046,0.30936905,23.6273,10,0.163260945,1.5279,0.21621697,1.430302799
翰博高新,301321,2021,0.329002969,1.3441,1.1691,0.1935,15.7988,87.8989,63.456,1.265318287,53.7091,12,0.046917254,0.9737,0.135811397,1.036226419
翰博高新,301321,2020,0.332011511,0.9765,0.7974,0.1859,19.6476,96.1107,58.881,1.947190423,62.741,11,0.04062908,1.1191,0.112052716,0.862175081
翰博高新,301321,2019,0.460631959,0.9839,0.8188,0.0656,14.7125,93.9791,64.029,2.653000155,69.2491,10,0.047541531,1.4379,0.098378851,1.254327499
翰博高新,301321,2018,0.51097089,0.9895,0.7723,-0.2062,17.1079,88.798,60.4436,2.444929162,68.7889,9,0.035761806,1.4037,0.06232697,1.113998816
捷邦科技,301326,2021,0.082691365,2.0042,1.7459,0.0516,22.4231,98.2219,83.8863,0.761879937,42.6125,14,0.083724581,1.4224,0.095480993,1.410300704
捷邦科技,301326,2020,0.108702344,1.5494,1.2803,0.2409,37.5582,99.8177,84.3161,1.198700474,54.5186,13,0.08125914,1.4693,0.127710957,1.355686116
熵基科技,301330,2021,0.01249319,2.4536,1.8616,0.231,17.8601,93.9758,76.5239,0.515091062,33.1881,14,0.108059066,1.0916,0.214869338,1.028943368
熵基科技,301330,2020,0.023016372,2.0723,1.5003,0.571,23.7525,98.9751,73.5916,0.583405446,35.8789,13,0.100470961,1.3549,0.145003714,1.057918115
熵基科技,301330,2019,5.52122E-05,1.7961,1.1466,0.1621,21.8621,99.2078,70.9486,0.696653312,39.8166,12,0.099772719,1.5777,0.076736034,1.187156
熵基科技,301330,2018,0.000358564,2.1002,1.4367,0.1813,19.3497,99.4535,80.5592,0.669920881,38.5695,11,,1.5051,-0.011537988,
一博科技,301366,2021,0,4.19,3.4893,1.0136,26.5947,100,72.7986,0.210275817,17.3742,18,0.109968156,0.953,0.246953486,1.413173324
一博科技,301366,2020,0,3.0934,2.6333,0.6611,24.5612,92.7985,72.2425,0.336298367,25.1664,17,0.121821222,0.9307,0.201643165,1.190479839
一博科技,301366,2019,0,3.4442,3.1039,0.4006,22.7876,81.6991,72.2758,0.345626225,25.6852,16,0.140449198,1.2442,0.049241611,1.304100464
一博科技,301366,2018,0.064839529,1.1668,0.9994,0.3543,64.0159,99.9412,69.3297,1.466260842,59.4528,15,,1.5547,0.158261888,
联动科技,301369,2021,0,5.3735,4.0136,0.3999,21.072,98.4433,90.9645,0.207673486,17.1962,23,0.23673764,0.5824,0.116112501,1.362923763
联动科技,301369,2020,0,5.4925,4.2363,0.2829,16.8395,98.6412,88.5248,0.195307685,16.3395,22,0.17131067,0.5417,0.029397339,0.950743341
联动科技,301369,2019,0,1.7114,1.2324,0.1329,33.8839,99.698,85.4554,1.003366862,50.084,21,0.14361019,0.6419,0.152687594,1.038371364
联动科技,301369,2018,0.167465561,1.9799,1.5751,0.7084,30.9696,99.4683,84.4274,0.750411137,42.8706,20,,0.6084,0.512099299,
隆扬电子,301389,2021,0.026326431,5.8743,5.3657,1.7167,39.6304,100,88.6412,0.177713648,15.0897,21,0.066668757,0.8765,0.150366612,1.584371474
隆扬电子,301389,2020,0.057097475,8.2217,7.4432,2.3711,35.5378,99.9741,88.9268,0.121314605,10.819,20,0.070475295,0.7932,0.514266379,1.253957533
隆扬电子,301389,2019,0.002953043,6.2705,5.632,1.2594,34.0368,100,85.6522,0.158205772,13.6596,19,,0.7549,0.488409193,
华岭股份,430139,2021,0,3.9869,3.9839,0.7897,16.457,57.9697,58.4691,0.338659942,25.2984,20,0.260686125,0.4191,0.230269151,1.313902281
华岭股份,430139,2020,0,4.4817,4.4814,0.5891,12.3909,45.142,53.6135,0.360551632,26.5004,19,0.37876377,0.3637,0.158544112,1.115915636
华岭股份,430139,2019,0,3.1183,3.1182,1.1648,11.7478,89.8968,63.7225,0.294185173,22.7313,18,0.367144987,0.3553,0.14907598,1.037279537
